Date,High,Open,Low,Close,Volume
2021-12-31 07:20:00,475.14,475.12,475.12,475.12,3.0
2021-12-31 07:21:00,475.12,475.12,475.12,475.12,0.0
2021-12-31 07:23:00,475.16,475.16,475.16,475.16,11.0
2021-12-31 07:24:00,475.24,475.19,475.19,475.24,20.7
2021-12-31 07:25:00,475.28,475.27,475.27,475.28,11.2
2021-12-31 07:26:00,475.28,475.28,475.28,475.28,0.0
2021-12-31 07:27:00,475.4,475.39,475.39,475.4,5.1
2021-12-31 07:28:00,475.38,475.38,475.33,475.35,23.5
2021-12-31 07:29:00,475.43,475.36,475.33,475.43,22.02
2021-12-31 07:30:00,475.42,475.42,475.42,475.42,2.0
2021-12-31 07:31:00,475.42,475.42,475.42,475.42,1.0
2021-12-31 07:33:00,475.49,475.41,475.41,475.49,17.0
2021-12-31 07:34:00,475.46,475.46,475.46,475.46,3.0
2021-12-31 07:35:00,475.46,475.46,475.46,475.46,0.0
2021-12-31 07:37:00,475.4,475.4,475.4,475.4,2.0
2021-12-31 07:38:00,475.44,475.44,475.44,475.44,5.0
2021-12-31 07:39:00,475.38,475.38,475.38,475.38,3.0
2021-12-31 07:40:00,475.41,475.41,475.4,475.41,3.38
2021-12-31 07:41:00,475.41,475.41,475.41,475.41,0.0
2021-12-31 07:42:00,475.49,475.46,475.46,475.49,29.9
2021-12-31 07:43:00,475.49,475.49,475.49,475.49,0.0
2021-12-31 07:44:00,475.75,475.74,475.7,475.75,29.0
2021-12-31 07:46:00,475.75,475.75,475.69,475.69,26.76
2021-12-31 07:47:00,475.69,475.69,475.69,475.69,0.0
2021-12-31 07:48:00,475.69,475.69,475.69,475.69,1.18
2021-12-31 07:50:00,475.71,475.7,475.7,475.71,2.0
2021-12-31 07:51:00,475.7,475.7,475.7,475.7,24.64
2021-12-31 07:52:00,475.7,475.68,475.59,475.7,69.09
2021-12-31 07:53:00,475.75,475.74,475.73,475.74,46.6
2021-12-31 07:54:00,475.7,475.7,475.7,475.7,5.0
2021-12-31 07:55:00,475.77,475.75,475.73,475.77,20.0
2021-12-31 07:56:00,475.75,475.74,475.74,475.75,6.0
2021-12-31 07:58:00,475.71,475.71,475.71,475.71,1.0
2021-12-31 07:59:00,475.69,475.67,475.65,475.66,7.0
2021-12-31 08:00:00,475.79,475.68,474.79,475.65,129.11
2021-12-31 08:01:00,476.0,475.79,475.66,475.66,89.44
2021-12-31 08:02:00,475.6,475.57,475.54,475.6,93.42
2021-12-31 08:03:00,475.56,475.56,475.55,475.55,4.62
2021-12-31 08:04:00,475.65,475.65,475.58,475.58,16.0
2021-12-31 08:05:00,475.61,475.61,475.61,475.61,1.0
2021-12-31 08:06:00,475.6,475.6,475.52,475.52,7.0
2021-12-31 08:07:00,475.55,475.53,475.52,475.55,11.45
2021-12-31 08:08:00,475.55,475.55,475.55,475.55,2.5
2021-12-31 08:09:00,475.55,475.55,475.55,475.55,0.0
2021-12-31 08:10:00,475.68,475.61,475.61,475.68,12.0
2021-12-31 08:11:00,475.68,475.65,475.65,475.67,6.23
2021-12-31 08:12:00,475.67,475.67,475.65,475.65,4.01
2021-12-31 08:13:00,475.62,475.62,475.58,475.58,5.0
2021-12-31 08:14:00,475.59,475.59,475.57,475.57,6.0
2021-12-31 08:15:00,475.57,475.56,475.56,475.57,13.59
2021-12-31 08:16:00,475.55,475.55,475.55,475.55,5.0
2021-12-31 08:17:00,475.63,475.62,475.62,475.63,3.0
2021-12-31 08:18:00,475.7,475.68,475.64,475.64,4.0
2021-12-31 08:19:00,475.65,475.64,475.63,475.63,47.0
2021-12-31 08:20:00,475.65,475.61,475.57,475.57,12.5
2021-12-31 08:22:00,475.62,475.62,475.62,475.62,1.0
2021-12-31 08:23:00,475.62,475.62,475.62,475.62,1.2
2021-12-31 08:24:00,475.62,475.62,475.62,475.62,0.0
2021-12-31 08:25:00,475.66,475.64,475.64,475.66,4.8
2021-12-31 08:26:00,475.67,475.65,475.65,475.67,9.82
2021-12-31 08:27:00,475.67,475.66,475.65,475.66,12.23
2021-12-31 08:28:00,475.68,475.67,475.66,475.66,3.0
2021-12-31 08:29:00,475.66,475.65,475.65,475.66,7.04
2021-12-31 08:30:00,475.65,475.65,475.65,475.65,4.15
2021-12-31 08:31:00,475.7,475.63,475.63,475.7,3.0
2021-12-31 08:32:00,475.68,475.68,475.65,475.65,6.6
2021-12-31 08:33:00,475.66,475.66,475.66,475.66,1.0
2021-12-31 08:34:00,475.67,475.67,475.62,475.62,13.38
2021-12-31 08:35:00,475.59,475.59,475.54,475.54,5.0
2021-12-31 08:36:00,475.54,475.54,475.54,475.54,0.0
2021-12-31 08:37:00,475.87,475.72,475.72,475.83,118.24
2021-12-31 08:38:00,475.92,475.92,475.89,475.91,20.13
2021-12-31 08:39:00,475.84,475.84,475.8,475.82,19.0
2021-12-31 08:40:00,475.84,475.82,475.75,475.77,25.19
2021-12-31 08:41:00,475.78,475.77,475.75,475.77,25.0
2021-12-31 08:42:00,475.82,475.8,475.79,475.8,10.0
2021-12-31 08:43:00,475.83,475.83,475.75,475.78,39.76
2021-12-31 08:44:00,475.84,475.79,475.79,475.84,7.5
2021-12-31 08:45:00,475.86,475.85,475.78,475.78,34.28
2021-12-31 08:46:00,475.79,475.79,475.79,475.79,6.0
2021-12-31 08:47:00,475.86,475.77,475.77,475.82,26.34
2021-12-31 08:48:00,475.8,475.8,475.75,475.75,9.21
2021-12-31 08:49:00,475.75,475.75,475.7,475.72,34.82
2021-12-31 08:50:00,475.69,475.69,475.66,475.66,8.17
2021-12-31 08:51:00,475.67,475.67,475.58,475.6,98.15
2021-12-31 08:52:00,475.67,475.65,475.65,475.67,24.9
2021-12-31 08:53:00,475.78,475.77,475.77,475.78,11.33
2021-12-31 08:54:00,475.88,475.8,475.8,475.88,65.79
2021-12-31 08:55:00,475.85,475.84,475.83,475.83,33.0
2021-12-31 08:56:00,475.78,475.77,475.76,475.78,11.0
2021-12-31 08:57:00,475.76,475.76,475.75,475.76,21.6
2021-12-31 08:58:00,475.75,475.73,475.68,475.68,48.0
2021-12-31 08:59:00,475.71,475.66,475.66,475.68,13.0
2021-12-31 09:00:00,475.75,475.67,475.67,475.75,15.0
2021-12-31 09:01:00,475.83,475.78,475.78,475.83,117.47
2021-12-31 09:02:00,475.83,475.83,475.83,475.83,9.01
2021-12-31 09:03:00,475.84,475.84,475.78,475.78,31.47
2021-12-31 09:04:00,475.79,475.79,475.76,475.76,3.42
2021-12-31 09:05:00,475.82,475.82,475.82,475.82,2.67
2021-12-31 09:06:00,475.88,475.82,475.82,475.84,46.9
2021-12-31 09:07:00,475.9,475.87,475.87,475.89,25.8
2021-12-31 09:08:00,475.89,475.89,475.88,475.88,29.27
2021-12-31 09:09:00,475.87,475.87,475.84,475.84,6.5
2021-12-31 09:10:00,475.89,475.87,475.87,475.89,14.35
2021-12-31 09:11:00,475.86,475.85,475.85,475.86,2.15
2021-12-31 09:12:00,475.8,475.76,475.76,475.8,8.26
2021-12-31 09:13:00,475.82,475.8,475.77,475.77,33.0
2021-12-31 09:14:00,475.77,475.77,475.77,475.77,0.0
2021-12-31 09:15:00,475.85,475.85,475.85,475.85,1.0
2021-12-31 09:16:00,475.8,475.8,475.8,475.8,1.0
2021-12-31 09:17:00,475.79,475.79,475.78,475.78,5.28
2021-12-31 09:18:00,475.76,475.76,475.57,475.57,74.25
2021-12-31 09:19:00,475.62,475.57,475.57,475.62,20.0
2021-12-31 09:20:00,475.71,475.66,475.66,475.71,4.78
2021-12-31 09:21:00,475.67,475.66,475.65,475.65,11.75
2021-12-31 09:22:00,475.77,475.71,475.71,475.75,20.02
2021-12-31 09:23:00,475.73,475.73,475.73,475.73,1.0
2021-12-31 09:24:00,475.7,475.7,475.67,475.68,23.86
2021-12-31 09:25:00,475.7,475.7,475.64,475.67,32.08
2021-12-31 09:26:00,475.7,475.69,475.64,475.64,55.88
2021-12-31 09:27:00,475.68,475.66,475.64,475.66,60.31
2021-12-31 09:28:00,475.71,475.69,475.61,475.61,75.1
2021-12-31 09:29:00,475.64,475.6,475.58,475.6,271.45
2021-12-31 09:30:00,475.81,475.64,475.53,475.76,4020.55
2021-12-31 09:31:00,476.4,475.76,475.76,476.36,2866.61
2021-12-31 09:32:00,476.56,476.37,476.24,476.34,2212.88
2021-12-31 09:33:00,476.52,476.34,476.27,476.45,1210.78
2021-12-31 09:34:00,476.71,476.44,476.35,476.68,1452.26
2021-12-31 09:35:00,476.8,476.69,476.57,476.67,1460.07
2021-12-31 09:36:00,476.77,476.68,476.54,476.58,1475.68
2021-12-31 09:37:00,476.69,476.57,476.46,476.55,1152.49
2021-12-31 09:38:00,476.7,476.56,476.47,476.64,895.08
2021-12-31 09:39:00,476.8,476.64,476.6,476.7,820.2
2021-12-31 09:40:00,476.86,476.7,476.65,476.68,1112.27
2021-12-31 09:41:00,476.76,476.69,476.53,476.66,692.14
2021-12-31 09:42:00,476.68,476.64,476.3,476.39,1024.58
2021-12-31 09:43:00,476.54,476.36,476.35,476.38,1053.44
2021-12-31 09:44:00,476.42,476.38,475.96,476.02,1671.68
2021-12-31 09:45:00,476.27,476.04,475.94,476.15,1160.82
2021-12-31 09:46:00,476.15,476.15,475.89,476.1,1268.77
2021-12-31 09:47:00,476.15,476.1,475.6,475.66,1611.22
2021-12-31 09:48:00,475.86,475.67,475.65,475.72,1046.37
2021-12-31 09:49:00,475.83,475.71,475.65,475.79,1420.49
2021-12-31 09:50:00,475.99,475.79,475.67,475.93,1173.32
2021-12-31 09:51:00,476.0,475.92,475.79,475.97,647.24
2021-12-31 09:52:00,476.05,475.96,475.92,476.01,912.46
2021-12-31 09:53:00,476.08,476.01,475.83,476.0,1060.73
2021-12-31 09:54:00,476.22,475.99,475.92,476.22,1000.3
2021-12-31 09:55:00,476.44,476.2,476.17,476.23,1087.2
2021-12-31 09:56:00,476.38,476.24,476.1,476.13,657.53
2021-12-31 09:57:00,476.19,476.13,475.93,475.93,816.98
2021-12-31 09:58:00,475.98,475.92,475.71,475.72,1054.91
2021-12-31 09:59:00,475.76,475.74,475.44,475.71,1426.86
2021-12-31 10:00:00,475.87,475.7,475.62,475.8,1171.14
2021-12-31 10:01:00,475.8,475.78,474.87,475.06,3048.45
2021-12-31 10:02:00,475.39,475.05,474.98,475.39,1736.04
2021-12-31 10:03:00,475.57,475.38,475.26,475.57,1393.73
2021-12-31 10:04:00,475.62,475.56,475.39,475.46,1239.53
2021-12-31 10:05:00,475.66,475.45,475.41,475.56,1313.82
2021-12-31 10:06:00,475.82,475.58,475.58,475.74,894.68
2021-12-31 10:07:00,475.89,475.74,475.74,475.86,932.29
2021-12-31 10:08:00,476.14,475.86,475.84,475.96,1609.47
2021-12-31 10:09:00,476.02,475.96,475.82,475.87,880.89
2021-12-31 10:10:00,476.0,475.87,475.79,475.88,816.32
2021-12-31 10:11:00,476.02,475.88,475.84,475.94,945.49
2021-12-31 10:12:00,476.02,475.93,475.86,475.92,629.11
2021-12-31 10:13:00,475.96,475.93,475.84,475.88,699.11
2021-12-31 10:14:00,475.88,475.87,475.63,475.74,813.62
2021-12-31 10:15:00,475.99,475.74,475.65,475.94,1280.87
2021-12-31 10:16:00,475.99,475.95,475.82,475.99,957.82
2021-12-31 10:17:00,476.12,475.99,475.95,476.03,1005.54
2021-12-31 10:18:00,476.24,476.02,476.02,476.24,1204.47
2021-12-31 10:19:00,476.26,476.23,476.08,476.14,947.82
2021-12-31 10:20:00,476.13,476.13,475.92,475.97,859.0
2021-12-31 10:21:00,476.09,476.0,475.85,475.97,549.83
2021-12-31 10:22:00,475.96,475.96,475.85,475.92,296.69
2021-12-31 10:23:00,475.95,475.92,475.8,475.89,573.66
2021-12-31 10:24:00,475.87,475.86,475.63,475.69,795.81
2021-12-31 10:25:00,475.86,475.69,475.62,475.83,742.7
2021-12-31 10:26:00,475.96,475.83,475.83,475.89,325.77
2021-12-31 10:27:00,476.05,475.89,475.86,476.03,503.6
2021-12-31 10:28:00,476.07,476.02,475.86,475.9,422.93
2021-12-31 10:29:00,476.07,475.9,475.88,476.0,685.07
2021-12-31 10:30:00,476.06,476.0,475.78,475.94,1086.26
2021-12-31 10:31:00,475.97,475.95,475.68,475.81,1147.66
2021-12-31 10:32:00,475.84,475.79,475.7,475.77,504.37
2021-12-31 10:33:00,475.84,475.77,475.49,475.49,665.32
2021-12-31 10:34:00,475.58,475.49,475.35,475.4,1682.88
2021-12-31 10:35:00,475.54,475.39,475.3,475.53,960.87
2021-12-31 10:36:00,475.64,475.53,475.45,475.56,665.8
2021-12-31 10:37:00,475.58,475.56,475.3,475.33,624.7
2021-12-31 10:38:00,475.43,475.32,475.21,475.24,892.46
2021-12-31 10:39:00,475.47,475.25,475.2,475.4,860.2
2021-12-31 10:40:00,475.41,475.38,475.26,475.26,569.53
2021-12-31 10:41:00,475.3,475.27,475.09,475.2,797.65
2021-12-31 10:42:00,475.27,475.22,475.19,475.21,431.85
2021-12-31 10:43:00,475.28,475.23,475.18,475.26,388.8
2021-12-31 10:44:00,475.47,475.27,475.26,475.46,483.06
2021-12-31 10:45:00,475.56,475.45,475.43,475.55,521.05
2021-12-31 10:46:00,475.54,475.53,475.36,475.41,447.56
2021-12-31 10:47:00,475.45,475.38,475.26,475.41,428.51
2021-12-31 10:48:00,475.45,475.4,475.36,475.42,328.18
2021-12-31 10:49:00,475.42,475.41,475.28,475.41,455.48
2021-12-31 10:50:00,475.53,475.41,475.36,475.48,1271.54
2021-12-31 10:51:00,475.47,475.47,475.14,475.16,1035.57
2021-12-31 10:52:00,475.39,475.16,475.13,475.36,498.28
2021-12-31 10:53:00,475.67,475.36,475.34,475.65,627.33
2021-12-31 10:54:00,475.74,475.65,475.61,475.67,2302.89
2021-12-31 10:55:00,475.76,475.64,475.62,475.72,1234.4
2021-12-31 10:56:00,475.82,475.72,475.6,475.8,490.1
2021-12-31 10:57:00,475.81,475.8,475.7,475.72,492.82
2021-12-31 10:58:00,475.75,475.73,475.6,475.64,1470.49
2021-12-31 10:59:00,475.8,475.64,475.63,475.8,415.61
2021-12-31 11:00:00,475.95,475.8,475.73,475.75,953.77
2021-12-31 11:01:00,475.77,475.76,475.51,475.53,1155.35
2021-12-31 11:02:00,475.55,475.52,475.42,475.49,537.8
2021-12-31 11:03:00,475.6,475.48,475.41,475.53,1588.45
2021-12-31 11:04:00,475.6,475.54,475.46,475.6,660.17
2021-12-31 11:05:00,475.6,475.59,475.46,475.56,497.7
2021-12-31 11:06:00,475.56,475.55,475.4,475.44,477.34
2021-12-31 11:07:00,475.57,475.45,475.34,475.35,560.45
2021-12-31 11:08:00,475.51,475.37,475.37,475.49,492.81
2021-12-31 11:09:00,475.6,475.49,475.47,475.54,427.37
2021-12-31 11:10:00,475.55,475.53,475.42,475.49,349.53
2021-12-31 11:11:00,475.73,475.47,475.44,475.7,403.37
2021-12-31 11:12:00,475.84,475.71,475.68,475.79,325.43
2021-12-31 11:13:00,475.89,475.78,475.7,475.71,780.2
2021-12-31 11:14:00,475.75,475.71,475.6,475.61,314.33
2021-12-31 11:15:00,475.71,475.63,475.52,475.69,357.34
2021-12-31 11:16:00,475.77,475.67,475.6,475.72,505.65
2021-12-31 11:17:00,475.81,475.71,475.69,475.81,384.38
2021-12-31 11:18:00,475.89,475.8,475.78,475.87,493.56
2021-12-31 11:19:00,475.94,475.87,475.81,475.83,747.42
2021-12-31 11:20:00,475.88,475.81,475.8,475.86,334.25
2021-12-31 11:21:00,475.93,475.85,475.84,475.92,370.12
2021-12-31 11:22:00,475.94,475.91,475.85,475.87,474.4
2021-12-31 11:23:00,475.9,475.86,475.84,475.88,429.92
2021-12-31 11:24:00,475.88,475.86,475.83,475.87,357.85
2021-12-31 11:25:00,475.9,475.86,475.83,475.9,274.6
2021-12-31 11:26:00,475.93,475.9,475.83,475.84,468.3
2021-12-31 11:27:00,475.94,475.84,475.83,475.9,542.15
2021-12-31 11:28:00,475.94,475.91,475.88,475.89,381.22
2021-12-31 11:29:00,475.91,475.89,475.86,475.91,298.28
2021-12-31 11:30:00,475.94,475.89,475.84,475.88,851.54
2021-12-31 11:31:00,475.88,475.88,475.82,475.86,338.92
2021-12-31 11:32:00,475.85,475.85,475.75,475.77,203.35
2021-12-31 11:33:00,475.77,475.76,475.72,475.73,276.39
2021-12-31 11:34:00,475.74,475.73,475.65,475.72,215.6
2021-12-31 11:35:00,475.72,475.72,475.65,475.68,400.38
2021-12-31 11:36:00,475.7,475.69,475.65,475.67,228.55
2021-12-31 11:37:00,475.69,475.67,475.62,475.63,344.2
2021-12-31 11:38:00,475.63,475.63,475.5,475.61,392.38
2021-12-31 11:39:00,475.68,475.61,475.6,475.64,254.4
2021-12-31 11:40:00,475.74,475.65,475.62,475.72,421.58
2021-12-31 11:41:00,475.77,475.73,475.71,475.75,447.17
2021-12-31 11:42:00,475.8,475.76,475.74,475.76,199.72
2021-12-31 11:43:00,475.8,475.77,475.73,475.79,288.56
2021-12-31 11:44:00,475.8,475.79,475.74,475.78,661.12
2021-12-31 11:45:00,475.86,475.77,475.77,475.86,494.82
2021-12-31 11:46:00,475.88,475.85,475.83,475.85,282.71
2021-12-31 11:47:00,475.83,475.83,475.73,475.73,216.01
2021-12-31 11:48:00,475.75,475.74,475.67,475.69,142.17
2021-12-31 11:49:00,475.71,475.68,475.63,475.71,231.07
2021-12-31 11:50:00,475.71,475.7,475.53,475.55,304.44
2021-12-31 11:51:00,475.61,475.57,475.52,475.61,212.7
2021-12-31 11:52:00,475.61,475.61,475.5,475.51,294.16
2021-12-31 11:53:00,475.53,475.5,475.28,475.33,861.14
2021-12-31 11:54:00,475.47,475.34,475.29,475.44,898.87
2021-12-31 11:55:00,475.5,475.45,475.41,475.49,435.99
2021-12-31 11:56:00,475.61,475.5,475.49,475.57,824.9
2021-12-31 11:57:00,475.57,475.56,475.3,475.39,625.04
2021-12-31 11:58:00,475.39,475.39,475.26,475.3,505.4
2021-12-31 11:59:00,475.41,475.32,475.29,475.32,405.55
2021-12-31 12:00:00,475.35,475.34,475.09,475.21,1329.96
2021-12-31 12:01:00,475.35,475.22,475.21,475.34,678.62
2021-12-31 12:02:00,475.53,475.34,475.34,475.52,1133.89
2021-12-31 12:03:00,475.6,475.52,475.49,475.57,622.59
2021-12-31 12:04:00,475.61,475.56,475.53,475.54,467.91
2021-12-31 12:05:00,475.54,475.53,475.46,475.52,229.25
2021-12-31 12:06:00,475.64,475.52,475.51,475.62,482.65
2021-12-31 12:07:00,475.62,475.62,475.54,475.55,246.26
2021-12-31 12:08:00,475.57,475.54,475.5,475.52,465.26
2021-12-31 12:09:00,475.55,475.52,475.46,475.46,219.71
2021-12-31 12:10:00,475.59,475.46,475.45,475.54,492.95
2021-12-31 12:11:00,475.55,475.54,475.41,475.42,306.64
2021-12-31 12:12:00,475.49,475.43,475.38,475.4,344.9
2021-12-31 12:13:00,475.39,475.39,475.27,475.36,419.13
2021-12-31 12:14:00,475.39,475.35,475.26,475.35,286.46
2021-12-31 12:15:00,475.36,475.36,475.22,475.25,372.2
2021-12-31 12:16:00,475.29,475.26,475.14,475.18,1030.21
2021-12-31 12:17:00,475.31,475.18,475.08,475.15,1171.23
2021-12-31 12:18:00,475.17,475.14,474.94,475.04,1610.8
2021-12-31 12:19:00,475.08,475.04,475.01,475.03,583.57
2021-12-31 12:20:00,475.11,475.03,474.98,475.08,709.0
2021-12-31 12:21:00,475.1,475.09,474.94,475.01,542.13
2021-12-31 12:22:00,475.13,475.0,474.95,475.11,848.26
2021-12-31 12:23:00,475.14,475.12,475.07,475.12,492.36
2021-12-31 12:24:00,475.28,475.1,475.09,475.24,770.04
2021-12-31 12:25:00,475.31,475.23,475.21,475.27,595.1
2021-12-31 12:26:00,475.39,475.26,475.25,475.35,522.01
2021-12-31 12:27:00,475.36,475.36,475.27,475.33,374.07
2021-12-31 12:28:00,475.35,475.32,475.23,475.26,322.51
2021-12-31 12:29:00,475.28,475.26,475.14,475.17,505.94
2021-12-31 12:30:00,475.22,475.18,475.15,475.2,254.24
